Year,quarter,city1,city2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2
1993,4,"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",RSW,LGB,2238,1,248.64,AA,0.84,264.9,AA,0.84,264.9,"40.253979, -103.801495","34.052238, -118.243344"
1993,2,"Detroit, MI","San Diego, CA",DTT,SAN,1975,1,288.31,DL,0.9,250.67,DL,0.9,250.67,"42.332916, -83.047853","32.71576, -117.163817"
1996,3,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",JAX,ONT,2153,21,263.46,DL,0.51,267.93,TW,0.12,218.56,"30.325968, -81.65676","34.052238, -118.243344"
1996,3,"Boston, MA (Metropolitan Area)","Tucson, AZ",BOS,TUS,2289,117,265.32,AA,0.49,273.97,CO,0.1,209.57,"42.358894, -71.056742","35.167852, -103.726151"
1996,4,"Los Angeles, CA (Metropolitan Area)","Medford, OR",ONT,MFR,659,32,130.82,UA,0.82,128.01,UA,0.82,128.01,"34.052238, -118.243344","42.064492, -87.93678"
1994,1,"Buffalo, NY","Chicago, IL",BUF,MDW,473,14,105.45,CO,0.51,80.21,CO,0.51,80.21,"39.945422, -78.64671","41.775002, -87.696388"
1993,3,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",SAT,OAK,1482,88,183.93,WN,0.46,158.94,WN,0.46,158.94,"29.425173, -98.494599","37.78008, -122.420168"
1993,2,"Denver, CO","Washington, DC (Metropolitan Area)",DEN,BWI,1503,332,237.87,UA,0.79,231.43,AA,0.03,222.61,"39.738453, -104.984853","38.892062, -77.019912"
1996,4,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",BHM,SNA,1815,18,272.98,AA,0.54,260.99,AA,0.54,260.99,"33.522859, -86.807705","34.052238, -118.243344"
1994,1,"Orlando, FL","Washington, DC (Metropolitan Area)",MCO,IAD,787,288,206.52,UA,0.66,231.9,DL,0.12,148.68,"28.538331, -81.378879","38.892062, -77.019912"
1993,1,"Lexington, KY","New York City, NY (Metropolitan Area)",LEX,SWF,644,6,240.8,US,0.98,243.43,DL,0.02,111.9,"34.052238, -118.243344","40.123164, -75.333718"
1996,3,"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",NYC,PBI,1077,1,310.54,US,0.4,88.9,US,0.4,88.9,"40.123164, -75.333718","33.90976, -98.500854"
1993,3,"Buffalo, NY","San Francisco, CA (Metropolitan Area)",BUF,SJC,2309,27,254.61,AA,0.5,262.5,UA,0.27,251.9,"39.945422, -78.64671","37.78008, -122.420168"
1993,4,"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",FLL,BWI,946,340,158.3,US,0.66,158.62,US,0.66,158.62,"44.977479, -93.264346","38.892062, -77.019912"
1994,1,"Kansas City, MO","Washington, DC (Metropolitan Area)",MCI,BWI,966,269,112.66,US,0.34,118.55,WN,0.2,87.04,"39.099792, -94.578559","38.892062, -77.019912"
1993,2,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",BUR,SJC,372,494,95.57,AA,0.64,110.33,WN,0.35,68.54,"34.052238, -118.243344","37.78008, -122.420168"
1994,1,"Chicago, IL","Houston, TX",ORD,EFD,945,5,228.01,CO,0.97,228.59,CO,0.97,228.59,"41.775002, -87.696388","29.760803, -95.369506"
1996,1,"Nashville, TN","New York City, NY (Metropolitan Area)",BNA,NYC,803,1,333.58,DL,0.42,215.5,DL,0.42,215.5,"36.166687, -86.779932","40.123164, -75.333718"
1996,2,"Charlotte, NC","Detroit, MI",CLT,DTW,500,251,215.49,NW,0.48,212.97,NW,0.48,212.97,"35.222936, -80.840161","42.332916, -83.047853"
1996,3,"Hartford, CT","Miami, FL (Metropolitan Area)",BDL,FLL,1194,272,114.51,US,0.39,122.84,KW,0.22,99.12,"41.765775, -72.673356","44.977479, -93.264346"
1993,3,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",ELP,BUR,714,55,91.47,WN,0.7,82.02,WN,0.7,82.02,"31.76006, -106.492257","34.052238, -118.243344"
1996,1,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",MSP,SJC,1589,155,383.72,NW,0.72,383.06,TW,0.01,144.36,"44.977479, -93.264346","37.78008, -122.420168"
1996,1,"Chicago, IL","Seattle, WA",ORD,SEA,1733,622,284.01,UA,0.59,296.73,UA,0.59,296.73,"41.775002, -87.696388","47.603229, -122.33028"
1993,4,"New Orleans, LA","New York City, NY (Metropolitan Area)",MSY,JFK,1218,87,196.21,TW,0.77,182.82,TW,0.77,182.82,"29.950621, -90.074948","40.123164, -75.333718"
1993,3,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CLE,HPN,458,19,194.29,US,0.69,207.19,NW,0.18,145.63,"41.505546, -81.6915","40.123164, -75.333718"
1994,1,"Austin, TX","Los Angeles, CA (Metropolitan Area)",AUS,SNA,1238,66,237.19,HP,0.41,160.42,HP,0.41,160.42,"30.264979, -97.746598","34.052238, -118.243344"
1993,2,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",ONT,PBI,2330,20,271.38,DL,0.5,269.56,AA,0.18,247.24,"34.052238, -118.243344","33.90976, -98.500854"
1993,3,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",LGB,OMA,1330,8,183.16,HP,0.63,194.35,AA,0.31,162.36,"34.052238, -118.243344","46.07035, -93.666319"
1994,1,"Cleveland, OH (Metropolitan Area)","Orlando, FL",CAK,MCO,895,25,181.6,US,0.61,181.58,US,0.61,181.58,"41.505546, -81.6915","28.538331, -81.378879"
1993,3,"Columbus, OH","New York City, NY (Metropolitan Area)",CMH,JFK,519,105,102.79,TW,0.54,88.9,TW,0.54,88.9,"39.962649, -82.996216","40.123164, -75.333718"
1996,3,"Boston, MA (Metropolitan Area)","Richmond, VA",MHT,RIC,487,20,189.71,US,0.85,191.89,RU,0.03,130.5,"42.358894, -71.056742","37.540759, -77.433932"
1993,1,"Boston, MA (Metropolitan Area)","Syracuse, NY",PVD,SYR,264,10,225.07,US,0.78,219.92,US,0.78,219.92,"42.358894, -71.056742","43.047945, -76.147448"
1996,2,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC",BOS,MYR,757,110,124.81,US,0.58,126.41,DL,0.2,117.19,"42.358894, -71.056742","33.68785, -78.883852"
1994,1,"Birmingham, AL","Dallas/Fort Worth, TX",BHM,DFW,597,144,243.9,AA,0.58,251.08,DL,0.38,229.52,"33.522859, -86.807705","40.11086, -77.035636"
1994,1,"Boston, MA (Metropolitan Area)","Milwaukee, WI",MHT,MKE,860,8,210.79,US,0.39,210.92,UA,0.28,205.4,"42.358894, -71.056742","43.041072, -87.909421"
1996,4,"Madison, WI","New York City, NY (Metropolitan Area)",MSN,ISP,850,3,159.02,AA,0.83,158.22,AA,0.83,158.22,"43.073926, -89.385244","40.123164, -75.333718"
1996,2,"Key West, FL","New York City, NY (Metropolitan Area)",EYW,HPN,1249,1,137.98,US,0.66,146.47,US,0.66,146.47,"70.129129, -143.63129","40.123164, -75.333718"
1996,1,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",LAX,GEG,962,183,125.61,AS,0.37,137.42,UA,0.24,112.58,"34.052238, -118.243344","47.658999, -117.425022"
1996,2,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",BOS,PHF,487,33,148.65,US,0.73,152.91,UA,0.02,102.41,"42.358894, -71.056742","36.846164, -76.285913"
1993,3,"Minneapolis/St. Paul, MN","Sacramento, CA",MSP,SMF,1518,139,233.84,NW,0.67,238.15,DL,0.1,182.21,"44.977479, -93.264346","38.582087, -121.50012"
1994,1,"Charleston, SC","New York City, NY (Metropolitan Area)",CHS,LGA,678,181,109.2,US,0.69,104.57,DL,0.21,96.54,"32.77647, -79.931027","40.123164, -75.333718"
1994,1,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",LAX,MEM,1619,135,312.07,NW,0.71,314.99,AA,0.1,282.41,"34.052238, -118.243344","35.143378, -90.052136"
1996,2,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",LAS,ONT,236,498,70.97,WN,0.95,70.48,WN,0.95,70.48,"36.169202, -115.140597","34.052238, -118.243344"
1996,2,"Hartford, CT","Miami, FL (Metropolitan Area)",BDL,MIA,1194,179,151.22,AA,0.52,152.95,US,0.19,151.8,"41.765775, -72.673356","44.977479, -93.264346"
1996,4,"New York City, NY (Metropolitan Area)","Oklahoma City, OK",EWR,OKC,1381,73,280.37,AA,0.41,241.97,AA,0.41,241.97,"40.123164, -75.333718","35.468494, -97.521264"
1993,1,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",PHL,OAK,2521,40,388.68,UA,0.52,390.21,AA,0.16,348.49,"39.951061, -75.16562","37.78008, -122.420168"
1996,2,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,IAD,1071,24,274.12,TW,0.4,290.1,UA,0.12,232.3,"61.096484, -160.967455","38.892062, -77.019912"
1996,3,"Chicago, IL","Sacramento, CA",ORD,SMF,1790,314,282.8,UA,0.71,290.96,TW,0.02,178.8,"41.775002, -87.696388","38.582087, -121.50012"
1996,3,"New York City, NY (Metropolitan Area)","Savannah, GA",JFK,SAV,757,89,92.54,WV,0.9,88.1,WV,0.9,88.1,"40.123164, -75.333718","40.115007, -111.654713"
1994,1,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",LAX,SWF,2510,32,292.76,AA,0.59,262.43,AA,0.59,262.43,"34.052238, -118.243344","40.123164, -75.333718"
1993,2,"New York City, NY (Metropolitan Area)","Phoenix, AZ",SWF,PHX,2189,29,257.87,AA,0.64,242.62,AA,0.64,242.62,"40.123164, -75.333718","30.406931, -87.217578"
1993,4,"Denver, CO","San Francisco, CA (Metropolitan Area)",DEN,SFO,967,1145,183.62,UA,0.6,207.61,CO,0.24,140.33,"39.738453, -104.984853","37.78008, -122.420168"
1996,1,"Boston, MA (Metropolitan Area)","Colorado Springs, CO",MHT,COS,1778,8,251.01,UA,0.47,277.4,CO,0.36,201.69,"42.358894, -71.056742","38.835224, -104.819798"
1994,1,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",BUR,MSP,1536,17,302.14,UA,0.49,301.67,HP,0.32,271.4,"34.052238, -118.243344","44.977479, -93.264346"
1993,1,"New York City, NY (Metropolitan Area)","Syracuse, NY",SWF,SYR,222,0,191.5,AA,0.5,193.0,US,0.5,190.0,"40.123164, -75.333718","43.047945, -76.147448"
1996,4,"Orlando, FL","St. Louis, MO",MCO,STL,881,475,144.71,TW,0.58,155.41,WN,0.25,106.94,"28.538331, -81.378879","38.630276, -90.200309"
1993,1,"New York City, NY (Metropolitan Area)","South Bend, IN",LGA,SBN,690,34,235.33,US,0.3,217.89,NW,0.15,209.62,"40.123164, -75.333718","41.675032, -86.251962"
1996,2,"Houston, TX","New York City, NY (Metropolitan Area)",IAH,HPN,1465,12,382.82,UA,0.39,285.81,UA,0.39,285.81,"29.760803, -95.369506","40.123164, -75.333718"
1996,2,"Houston, TX","Little Rock, AR",EFD,LIT,393,1,118.33,RU,1.0,118.33,RU,1.0,118.33,"29.760803, -95.369506","34.748745, -92.275105"
1993,3,"San Francisco, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",SJC,PBI,2567,24,350.94,DL,0.54,348.11,DL,0.54,348.11,"37.78008, -122.420168","33.90976, -98.500854"
1996,3,"Los Angeles, CA (Metropolitan Area)","Syracuse, NY",SNA,SYR,2351,26,290.54,AA,0.37,270.52,US,0.19,242.8,"34.052238, -118.243344","43.047945, -76.147448"
1993,4,"Boston, MA (Metropolitan Area)","Memphis, TN",BOS,MEM,1139,137,279.27,NW,0.69,251.39,NW,0.69,251.39,"42.358894, -71.056742","35.143378, -90.052136"
1996,1,"St. Louis, MO","Washington, DC (Metropolitan Area)",STL,BWI,737,672,103.32,TW,0.47,117.27,WN,0.42,83.88,"38.630276, -90.200309","38.892062, -77.019912"
1993,4,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",DFW,BWI,1217,372,312.13,AA,0.66,317.21,DL,0.19,293.02,"40.11086, -77.035636","38.892062, -77.019912"
1996,1,"Boston, MA (Metropolitan Area)","Chicago, IL",BOS,ORD,867,1554,257.94,UA,0.48,257.9,UA,0.48,257.9,"42.358894, -71.056742","41.775002, -87.696388"
1993,4,"Boston, MA (Metropolitan Area)","Portland, OR",PVD,PDX,2537,15,333.79,UA,0.54,335.02,AA,0.22,294.28,"42.358894, -71.056742","45.516018, -122.681425"
1994,1,"Dallas/Fort Worth, TX","Detroit, MI",DFW,DTT,998,0,209.0,DL,1.0,209.0,DL,1.0,209.0,"40.11086, -77.035636","42.332916, -83.047853"
1993,4,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",LGB,TUS,453,14,106.46,HP,0.95,107.44,HP,0.95,107.44,"34.052238, -118.243344","35.167852, -103.726151"
1993,2,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",DSM,BUR,1447,11,247.44,UA,0.71,251.19,AA,0.28,237.93,"41.588822, -93.620309","34.052238, -118.243344"
1993,3,"Dallas/Fort Worth, TX","Memphis, TN",DFW,MEM,432,262,201.57,DL,0.42,200.15,NW,0.14,178.15,"40.11086, -77.035636","35.143378, -90.052136"
1993,1,"Houston, TX","St. Louis, MO",EFD,STL,687,1,93.5,CO,1.0,93.5,CO,1.0,93.5,"29.760803, -95.369506","38.630276, -90.200309"
1993,1,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",OAK,BWI,2457,41,316.33,UA,0.55,327.51,NW,0.11,242.53,"37.78008, -122.420168","38.892062, -77.019912"
1996,3,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",BOS,OAK,2704,84,308.09,UA,0.47,346.62,HP,0.19,187.61,"42.358894, -71.056742","37.78008, -122.420168"
1993,4,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",BDL,LGB,2527,4,402.72,AA,0.84,420.65,AA,0.84,420.65,"41.765775, -72.673356","34.052238, -118.243344"
1996,2,"Reno, NV","Washington, DC (Metropolitan Area)",RNO,DCA,2286,63,231.42,AA,0.33,225.84,NW,0.15,198.47,"30.177159, -95.162771","38.892062, -77.019912"
1996,1,"Boston, MA (Metropolitan Area)","Melbourne, FL",BOS,MLB,1145,107,124.1,US,0.42,122.51,US,0.42,122.51,"42.358894, -71.056742","28.079931, -80.603516"
1996,3,"Dallas/Fort Worth, TX","Portland, OR",DFW,PDX,1616,298,314.69,AA,0.56,328.06,DL,0.2,289.52,"40.11086, -77.035636","45.516018, -122.681425"
1993,3,"Cleveland, OH (Metropolitan Area)","Hartford, CT",CAK,BDL,475,15,196.26,US,0.54,192.05,US,0.54,192.05,"41.505546, -81.6915","41.765775, -72.673356"
1996,1,"Atlantic City, NJ","Boston, MA (Metropolitan Area)",ACY,PVD,291,1,248.9,US,0.75,224.55,US,0.75,224.55,"33.748547, -84.391502","42.358894, -71.056742"
1993,1,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",FLL,JFK,1139,453,176.46,DL,0.83,181.05,TW,0.08,146.09,"44.977479, -93.264346","40.123164, -75.333718"
1993,3,"Bangor, ME","New York City, NY (Metropolitan Area)",BGR,EWR,393,92,125.79,CO,0.9,124.53,CO,0.9,124.53,"44.801602, -68.771334","40.123164, -75.333718"
1993,4,"Little Rock, AR","Washington, DC (Metropolitan Area)",LIT,BWI,913,41,211.03,AA,0.23,228.96,WN,0.16,145.83,"34.748745, -92.275105","38.892062, -77.019912"
1996,1,"Austin, TX","Washington, DC (Metropolitan Area)",AUS,BWI,1340,116,216.01,CO,0.33,191.68,WN,0.13,176.67,"30.264979, -97.746598","38.892062, -77.019912"
1996,4,"Detroit, MI","New York City, NY (Metropolitan Area)",DTW,SWF,540,15,216.88,US,0.86,197.5,US,0.86,197.5,"42.332916, -83.047853","40.123164, -75.333718"
1993,4,"Oklahoma City, OK","San Francisco, CA (Metropolitan Area)",OKC,SFO,1384,96,190.73,AA,0.25,201.19,WN,0.14,142.44,"35.468494, -97.521264","37.78008, -122.420168"
1994,1,"Chicago, IL","New York City, NY (Metropolitan Area)",CHI,LGA,773,2,249.71,AA,0.76,257.31,CO,0.04,88.1,"41.775002, -87.696388","40.123164, -75.333718"
1996,4,"Birmingham, AL","New York City, NY (Metropolitan Area)",BHM,ISP,902,3,236.52,US,0.95,234.7,US,0.95,234.7,"33.522859, -86.807705","40.123164, -75.333718"
1996,4,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",SNA,SWF,2510,12,302.29,AA,0.66,352.08,US,0.25,213.07,"34.052238, -118.243344","40.123164, -75.333718"
1994,1,"El Paso, TX","New York City, NY (Metropolitan Area)",ELP,HPN,1944,1,587.63,AA,0.33,566.9,DL,0.33,248.5,"31.76006, -106.492257","40.123164, -75.333718"
1996,1,"Chicago, IL","New Orleans, LA",ORD,MSY,837,614,135.26,UA,0.47,122.16,UA,0.47,122.16,"41.775002, -87.696388","29.950621, -90.074948"
1993,4,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",HPN,PHF,337,1,136.76,US,1.0,136.76,US,1.0,136.76,"40.123164, -75.333718","36.846164, -76.285913"
1993,2,"Houston, TX","Phoenix, AZ",IAH,PHX,1028,239,164.55,CO,0.62,163.34,HP,0.32,156.86,"29.760803, -95.369506","30.406931, -87.217578"
1996,3,"Memphis, TN","New York City, NY (Metropolitan Area)",MEM,EWR,1002,164,273.99,NW,0.74,282.89,DL,0.11,206.84,"35.143378, -90.052136","40.123164, -75.333718"
1993,3,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",PVD,SNA,2611,30,275.01,AA,0.44,270.15,US,0.12,249.26,"42.358894, -71.056742","34.052238, -118.243344"
1993,1,"Dallas/Fort Worth, TX","Seattle, WA",DFW,SEA,1660,392,328.97,AA,0.56,339.58,DL,0.19,331.18,"40.11086, -77.035636","47.603229, -122.33028"
1993,3,"San Francisco, CA (Metropolitan Area)","St. Louis, MO",SFO,STL,1736,382,227.32,TW,0.66,224.66,WN,0.05,159.5,"37.78008, -122.420168","38.630276, -90.200309"
1993,1,"Phoenix, AZ","Washington, DC (Metropolitan Area)",PHX,WAS,1998,8,316.02,DL,0.64,334.95,CO,0.27,238.04,"30.406931, -87.217578","38.892062, -77.019912"
1993,4,"Detroit, MI","Tampa, FL (Metropolitan Area)",DTW,TPA,989,608,164.61,NW,0.64,168.81,TW,0.11,113.37,"42.332916, -83.047853","37.8606, -78.804199"
1993,1,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",DTT,LAX,1998,2,370.35,DL,1.0,370.35,DL,1.0,370.35,"42.332916, -83.047853","34.052238, -118.243344"
1996,2,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",ONT,SEA,978,763,99.17,AS,0.69,104.43,WN,0.16,71.47,"34.052238, -118.243344","47.603229, -122.33028"
1993,2,"New Orleans, LA","New York City, NY (Metropolitan Area)",MSY,HPN,1218,7,260.91,NW,0.4,188.95,NW,0.4,188.95,"29.950621, -90.074948","40.123164, -75.333718"
1994,1,"Houston, TX","Los Angeles, CA (Metropolitan Area)",IAH,SNA,1397,178,278.32,CO,0.62,260.93,CO,0.62,260.93,"29.760803, -95.369506","34.052238, -118.243344"
1993,4,"Cleveland, OH (Metropolitan Area)","Denver, CO",CAK,DEN,1224,14,246.24,CO,0.62,219.31,CO,0.62,219.31,"41.505546, -81.6915","39.738453, -104.984853"
1996,3,"Chicago, IL","Kansas City, MO",ORD,MCI,405,688,119.38,AA,0.48,105.63,AA,0.48,105.63,"41.775002, -87.696388","39.099792, -94.578559"
1993,2,"New York City, NY (Metropolitan Area)","Orlando, FL",LGA,MCO,989,1316,157.55,DL,0.32,174.48,TW,0.13,131.47,"40.123164, -75.333718","28.538331, -81.378879"
1994,1,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",MCI,ONT,1363,135,174.7,WN,0.26,128.84,WN,0.26,128.84,"39.099792, -94.578559","34.052238, -118.243344"
1993,3,"Houston, TX","San Antonio, TX",EFD,SAT,199,0,63.97,CO,1.0,63.97,CO,1.0,63.97,"29.760803, -95.369506","29.425173, -98.494599"
1993,4,"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",MIA,DCA,946,805,182.07,AA,0.66,184.75,US,0.17,172.31,"44.977479, -93.264346","38.892062, -77.019912"
1993,2,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",LGB,BWI,2329,4,293.06,AA,1.0,293.06,AA,1.0,293.06,"34.052238, -118.243344","38.892062, -77.019912"
1993,1,"Cleveland, OH (Metropolitan Area)","Hartford, CT",CLE,BDL,475,137,225.52,CO,0.84,222.3,NW,0.01,212.78,"41.505546, -81.6915","41.765775, -72.673356"
1993,2,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",JAX,LAX,2153,92,298.37,DL,0.45,331.48,CO,0.15,207.47,"30.325968, -81.65676","34.052238, -118.243344"
1993,2,"Boston, MA (Metropolitan Area)","Sacramento, CA",PVD,SMF,2636,13,276.5,UA,0.43,303.72,CO,0.12,206.01,"42.358894, -71.056742","38.582087, -121.50012"
1996,4,"New York City, NY (Metropolitan Area)","Pensacola, FL",SWF,PNS,1063,8,136.58,DL,0.68,139.71,US,0.2,130.92,"40.123164, -75.333718","30.406931, -87.217578"
1993,3,"New York City, NY (Metropolitan Area)","San Antonio, TX",EWR,SAT,1624,149,265.56,CO,0.5,269.37,AA,0.21,258.49,"40.123164, -75.333718","29.425173, -98.494599"
1994,1,"Columbus, OH","Washington, DC (Metropolitan Area)",CMH,WAS,336,0,271.5,CO,1.0,271.5,CO,1.0,271.5,"39.962649, -82.996216","38.892062, -77.019912"
1996,4,"San Diego, CA","Washington, DC (Metropolitan Area)",SAN,WAS,2295,0,422.9,DL,1.0,422.9,DL,1.0,422.9,"32.71576, -117.163817","38.892062, -77.019912"
1996,4,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",PVD,BWI,418,418,81.03,WN,0.57,60.49,WN,0.57,60.49,"42.358894, -71.056742","38.892062, -77.019912"
1996,4,"Chicago, IL","Detroit, MI",MDW,DTW,235,974,80.79,WN,0.63,79.47,WN,0.63,79.47,"41.775002, -87.696388","42.332916, -83.047853"
1993,4,"Dayton, OH","San Francisco, CA (Metropolitan Area)",DAY,OAK,2051,16,238.32,UA,0.54,232.54,UA,0.54,232.54,"39.760982, -84.192203","37.78008, -122.420168"
1993,2,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",MSP,EWR,1057,553,257.4,NW,0.69,253.42,CO,0.21,238.49,"44.977479, -93.264346","40.123164, -75.333718"
1996,4,"Dallas/Fort Worth, TX","El Paso, TX",DAL,ELP,562,863,74.27,WN,1.0,74.27,WN,1.0,74.27,"40.11086, -77.035636","31.76006, -106.492257"
1993,3,"New York City, NY (Metropolitan Area)","Tulsa, OK",HPN,TUL,1271,5,284.8,UA,0.52,276.76,AA,0.4,253.22,"40.123164, -75.333718","61.096484, -160.967455"
1993,2,"Melbourne, FL","Washington, DC (Metropolitan Area)",MLB,DCA,796,53,245.47,DL,0.48,276.85,AA,0.11,213.87,"28.079931, -80.603516","38.892062, -77.019912"
1996,1,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",FLL,OAK,2585,23,300.58,AA,0.41,273.79,AA,0.41,273.79,"44.977479, -93.264346","37.78008, -122.420168"
1993,1,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",ONT,SWF,2510,6,333.54,AA,0.75,303.64,AA,0.75,303.64,"34.052238, -118.243344","40.123164, -75.333718"
1993,2,"Little Rock, AR","New York City, NY (Metropolitan Area)",LIT,NYC,1125,8,315.59,DL,0.92,303.18,DL,0.92,303.18,"34.748745, -92.275105","40.123164, -75.333718"
1994,1,"Houston, TX","Nashville, TN",IAH,BNA,670,150,130.57,AA,0.93,124.37,AA,0.93,124.37,"29.760803, -95.369506","36.166687, -86.779932"
1993,4,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",LAX,DCA,2329,495,303.22,US,0.17,270.61,NW,0.17,249.12,"34.052238, -118.243344","38.892062, -77.019912"
1996,1,"Boston, MA (Metropolitan Area)","San Antonio, TX",MHT,SAT,1764,9,354.34,UA,0.4,333.43,US,0.17,235.94,"42.358894, -71.056742","29.425173, -98.494599"
1996,3,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",CAK,LAX,2073,22,255.85,US,0.4,252.64,US,0.4,252.64,"41.505546, -81.6915","34.052238, -118.243344"
1993,1,"Kansas City, MO","Miami, FL (Metropolitan Area)",MCI,MIA,1252,167,199.0,DL,0.36,201.07,US,0.17,184.7,"39.099792, -94.578559","44.977479, -93.264346"
1993,2,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",LAX,LGA,2510,584,337.43,AA,0.16,383.96,US,0.11,260.98,"34.052238, -118.243344","40.123164, -75.333718"
1994,1,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",DFW,WAS,1217,9,300.81,DL,0.61,307.58,CO,0.21,237.86,"40.11086, -77.035636","38.892062, -77.019912"
