Year,quarter,city1,city2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2
1994,1,"Columbus, OH","Miami, FL (Metropolitan Area)",CMH,FLL,990,142,169.09,DL,0.41,182.24,US,0.32,156.87,"39.962649, -82.996216","44.977479, -93.264346"
1993,1,"Charleston, SC","New York City, NY (Metropolitan Area)",CHS,LGA,678,107,200.55,US,0.7,195.25,US,0.7,195.25,"32.77647, -79.931027","40.123164, -75.333718"
1996,1,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",DFW,MSP,852,640,253.54,NW,0.5,248.33,NW,0.5,248.33,"40.11086, -77.035636","44.977479, -93.264346"
1996,3,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",BOS,BWI,418,656,209.22,US,0.93,212.85,CO,0.02,131.7,"42.358894, -71.056742","38.892062, -77.019912"
1996,4,"St. Louis, MO","Washington, DC (Metropolitan Area)",STL,WAS,737,1,228.04,TW,0.9,189.92,TW,0.9,189.92,"38.630276, -90.200309","38.892062, -77.019912"
1996,4,"New York City, NY (Metropolitan Area)","Tucson, AZ",HPN,TUS,2173,3,372.82,NW,0.48,280.95,NW,0.48,280.95,"40.123164, -75.333718","35.167852, -103.726151"
1993,2,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",MCI,LAX,1363,545,154.57,US,0.37,169.35,WN,0.19,112.25,"39.099792, -94.578559","34.052238, -118.243344"
1993,2,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",ORD,LGB,1751,16,233.73,AA,0.5,207.7,AA,0.5,207.7,"41.775002, -87.696388","34.052238, -118.243344"
1996,4,"Seattle, WA","Washington, DC (Metropolitan Area)",SEA,IAD,2335,291,365.82,UA,0.78,381.93,W7,0.02,177.43,"47.603229, -122.33028","38.892062, -77.019912"
1996,4,"Dallas/Fort Worth, TX","Salt Lake City, UT",DFW,SLC,988,430,211.99,DL,0.49,215.15,DL,0.49,215.15,"40.11086, -77.035636","40.758478, -111.888142"
1993,3,"Milwaukee, WI","Washington, DC (Metropolitan Area)",MKE,IAD,641,38,135.54,NW,0.39,133.18,UA,0.22,119.03,"43.041072, -87.909421","38.892062, -77.019912"
1993,3,"New York City, NY (Metropolitan Area)","St. Louis, MO",JFK,STL,928,111,131.44,TW,0.74,128.66,TW,0.74,128.66,"40.123164, -75.333718","38.630276, -90.200309"
1993,1,"New Orleans, LA","Tampa, FL (Metropolitan Area)",MSY,TPA,487,121,184.18,DL,0.79,192.41,CO,0.07,129.75,"29.950621, -90.074948","37.8606, -78.804199"
1993,4,"Detroit, MI","San Francisco, CA (Metropolitan Area)",DTT,SFO,2087,0,143.4,DL,0.5,168.8,DL,0.5,168.8,"42.332916, -83.047853","37.78008, -122.420168"
1993,1,"Fort Myers, FL","New York City, NY (Metropolitan Area)",RSW,JFK,1120,103,167.39,TW,0.78,164.72,TW,0.78,164.72,"40.253979, -103.801495","40.123164, -75.333718"
1996,4,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",PVD,SLC,2105,24,220.36,DL,0.44,245.99,AA,0.27,204.03,"42.358894, -71.056742","40.758478, -111.888142"
1996,2,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",CLE,PHX,1754,479,171.95,CO,0.44,180.13,WN,0.19,133.44,"41.505546, -81.6915","30.406931, -87.217578"
1993,2,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",ONT,STL,1592,135,202.27,WN,0.26,148.12,WN,0.26,148.12,"34.052238, -118.243344","38.630276, -90.200309"
1996,4,"Seattle, WA","Washington, DC (Metropolitan Area)",SEA,DCA,2335,242,259.1,UA,0.29,254.81,AA,0.17,234.28,"47.603229, -122.33028","38.892062, -77.019912"
1996,2,"Houston, TX","New York City, NY (Metropolitan Area)",IAH,SWF,1465,21,314.55,AA,0.48,279.77,AA,0.48,279.77,"29.760803, -95.369506","40.123164, -75.333718"
1993,3,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",BOS,CAK,563,21,218.88,US,0.62,215.52,CO,0.23,208.26,"42.358894, -71.056742","41.505546, -81.6915"
1993,2,"Kansas City, MO","Miami, FL (Metropolitan Area)",MCI,FLL,1252,96,198.14,DL,0.44,206.4,TW,0.12,162.55,"39.099792, -94.578559","44.977479, -93.264346"
1993,4,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",DFW,EWR,1428,768,378.75,AA,0.58,393.28,DL,0.24,365.68,"40.11086, -77.035636","40.123164, -75.333718"
1993,4,"New York City, NY (Metropolitan Area)","San Diego, CA",LGA,SAN,2481,199,327.61,AA,0.28,363.69,DL,0.12,303.14,"40.123164, -75.333718","32.71576, -117.163817"
1996,4,"Omaha, NE","Washington, DC (Metropolitan Area)",OMA,DCA,1025,123,188.37,YX,0.63,178.5,YX,0.63,178.5,"46.07035, -93.666319","38.892062, -77.019912"
1993,1,"Buffalo, NY","New York City, NY (Metropolitan Area)",BUF,JFK,326,28,147.54,AA,0.93,146.52,AA,0.93,146.52,"39.945422, -78.64671","40.123164, -75.333718"
1993,3,"Houston, TX","Los Angeles, CA (Metropolitan Area)",HOU,SNA,1397,26,313.55,AA,0.7,336.23,DL,0.16,208.04,"29.760803, -95.369506","34.052238, -118.243344"
1993,4,"Los Angeles, CA (Metropolitan Area)","Madison, WI",ONT,MSN,1687,12,265.87,NW,0.41,260.35,AA,0.11,229.5,"34.052238, -118.243344","43.073926, -89.385244"
1994,1,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",MKE,TPA,1077,384,132.64,NW,0.28,118.67,NW,0.28,118.67,"43.041072, -87.909421","37.8606, -78.804199"
1994,1,"Chicago, IL","Nashville, TN",ORD,BNA,409,313,133.91,AA,0.71,132.56,UA,0.25,123.8,"41.775002, -87.696388","36.166687, -86.779932"
1993,2,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",ATL,CLE,554,450,217.81,DL,0.65,220.15,CO,0.27,201.01,"33.748547, -84.391502","41.505546, -81.6915"
1993,4,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",EWR,DCA,265,625,143.21,CO,0.98,143.28,CO,0.98,143.28,"40.123164, -75.333718","38.892062, -77.019912"
1993,1,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",LAS,SFO,414,751,93.74,UA,0.56,94.72,HP,0.17,92.83,"36.169202, -115.140597","37.78008, -122.420168"
1996,1,"Sacramento, CA","San Diego, CA",SMF,SAN,480,486,83.01,WN,0.93,83.04,WN,0.93,83.04,"38.582087, -121.50012","32.71576, -117.163817"
1996,4,"Columbus, OH","New York City, NY (Metropolitan Area)",CMH,SWF,519,16,171.28,US,0.83,158.82,US,0.83,158.82,"39.962649, -82.996216","40.123164, -75.333718"
1994,1,"Dayton, OH","New York City, NY (Metropolitan Area)",DAY,HPN,590,6,199.08,US,0.89,207.25,AA,0.01,85.9,"39.760982, -84.192203","40.123164, -75.333718"
1996,1,"Dallas/Fort Worth, TX","San Antonio, TX",DFW,SAT,248,535,92.46,AA,0.79,94.82,DL,0.17,80.85,"40.11086, -77.035636","29.425173, -98.494599"
1996,4,"Memphis, TN","San Francisco, CA (Metropolitan Area)",MEM,OAK,1807,12,296.6,AA,0.5,276.06,UA,0.12,232.77,"35.143378, -90.052136","37.78008, -122.420168"
1994,1,"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",GSP,WAS,425,3,152.48,DL,0.91,151.85,US,0.04,146.0,"44.513288, -88.013256","38.892062, -77.019912"
1993,4,"Chicago, IL","Washington, DC (Metropolitan Area)",MDW,BWI,621,266,91.41,WN,0.8,90.09,WN,0.8,90.09,"41.775002, -87.696388","38.892062, -77.019912"
1996,4,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",ABQ,SNA,677,74,168.27,HP,0.92,164.19,HP,0.92,164.19,"35.084248, -106.649241","34.052238, -118.243344"
1996,3,"Kansas City, MO","Sacramento, CA",MCI,SMF,1442,171,133.59,UA,0.39,135.01,WN,0.13,125.06,"39.099792, -94.578559","38.582087, -121.50012"
1993,3,"Austin, TX","Chicago, IL",AUS,CHI,972,1,154.48,CO,1.0,154.48,CO,1.0,154.48,"30.264979, -97.746598","41.775002, -87.696388"
1996,1,"Boston, MA (Metropolitan Area)","Houston, TX",BOS,EFD,1609,3,271.36,CO,0.93,258.53,CO,0.93,258.53,"42.358894, -71.056742","29.760803, -95.369506"
1996,1,"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",SFO,TPA,2393,233,268.42,DL,0.26,278.33,CO,0.15,235.52,"37.78008, -122.420168","37.8606, -78.804199"
1993,2,"Cincinnati, OH","New York City, NY (Metropolitan Area)",CVG,EWR,626,389,234.42,DL,0.57,242.01,CO,0.36,212.41,"39.104427, -84.513808","40.123164, -75.333718"
1993,2,"Dallas/Fort Worth, TX","Detroit, MI",DFW,DTT,998,1,185.84,DL,1.0,185.84,DL,1.0,185.84,"40.11086, -77.035636","42.332916, -83.047853"
1993,2,"Chicago, IL","Seattle, WA",CHI,SEA,1733,1,169.41,CO,0.5,163.33,CO,0.5,163.33,"41.775002, -87.696388","47.603229, -122.33028"
1993,4,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",LGB,ISP,2510,1,216.28,AA,0.7,228.6,AA,0.7,228.6,"34.052238, -118.243344","40.123164, -75.333718"
1993,1,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",CAK,RSW,1025,38,160.38,US,0.34,166.22,CO,0.28,138.55,"41.505546, -81.6915","40.253979, -103.801495"
1993,2,"Little Rock, AR","New York City, NY (Metropolitan Area)",LIT,SWF,1125,5,211.1,DL,0.71,219.12,AA,0.14,119.83,"34.748745, -92.275105","40.123164, -75.333718"
1993,1,"Des Moines, IA","Washington, DC (Metropolitan Area)",DSM,DCA,910,86,200.78,UA,0.46,189.95,UA,0.46,189.95,"41.588822, -93.620309","38.892062, -77.019912"
1993,2,"Louisville, KY","New York City, NY (Metropolitan Area)",SDF,SWF,699,8,226.92,US,0.78,235.21,AA,0.1,100.25,"38.256078, -85.751569","40.123164, -75.333718"
1993,2,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",LAX,GEG,962,95,193.22,UA,0.4,175.43,DL,0.18,167.97,"34.052238, -118.243344","47.658999, -117.425022"
1993,3,"Indianapolis, IN","Washington, DC (Metropolitan Area)",IND,BWI,515,147,137.01,US,0.8,135.95,UA,0.03,102.23,"39.76845, -86.156212","38.892062, -77.019912"
1996,1,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",SNA,SFO,372,1015,112.7,UA,0.94,112.45,UA,0.94,112.45,"34.052238, -118.243344","37.78008, -122.420168"
1996,4,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",JAX,LAX,2153,101,293.94,DL,0.42,317.62,US,0.14,218.84,"30.325968, -81.65676","34.052238, -118.243344"
1993,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",LAS,LGA,2283,187,272.3,AA,0.24,317.47,NW,0.11,259.85,"36.169202, -115.140597","40.123164, -75.333718"
1994,1,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",BOS,BWI,418,552,164.58,US,0.9,166.85,CO,0.03,100.57,"42.358894, -71.056742","38.892062, -77.019912"
1993,1,"Cleveland, OH (Metropolitan Area)","San Diego, CA",CAK,SAN,2045,10,290.99,AA,0.32,318.17,AA,0.32,318.17,"41.505546, -81.6915","32.71576, -117.163817"
1993,1,"Milwaukee, WI","Tampa, FL (Metropolitan Area)",MKE,TPA,1075,369,147.91,NW,0.25,124.08,NW,0.25,124.08,"43.041072, -87.909421","37.8606, -78.804199"
1994,1,"Detroit, MI","Indianapolis, IN",DTW,IND,231,442,183.81,NW,0.86,197.52,WN,0.1,67.0,"42.332916, -83.047853","39.76845, -86.156212"
1994,1,"Jacksonville, FL","New York City, NY (Metropolitan Area)",JAX,HPN,870,3,309.49,US,0.64,202.47,US,0.64,202.47,"30.325968, -81.65676","40.123164, -75.333718"
1993,2,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",MYR,ISP,601,11,143.73,AA,0.85,145.9,US,0.13,132.6,"33.68785, -78.883852","40.123164, -75.333718"
1996,4,"Miami, FL (Metropolitan Area)","New Orleans, LA",FLL,MSY,674,237,118.68,WN,0.73,108.35,WN,0.73,108.35,"44.977479, -93.264346","29.950621, -90.074948"
1996,2,"Denver, CO","New York City, NY (Metropolitan Area)",DEN,EWR,1659,1004,240.41,UA,0.55,254.29,CO,0.24,250.26,"39.738453, -104.984853","40.123164, -75.333718"
1993,1,"San Francisco, CA (Metropolitan Area)","Seattle, WA",OAK,SEA,696,290,259.99,AS,0.53,263.16,UA,0.41,252.24,"37.78008, -122.420168","47.603229, -122.33028"
1993,3,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",CLT,SJC,2296,19,343.13,AA,0.56,328.66,DL,0.1,258.89,"35.222936, -80.840161","37.78008, -122.420168"
1994,1,"Minneapolis/St. Paul, MN","Portland, OR",MSP,PDX,1426,143,297.28,NW,0.7,291.37,NW,0.7,291.37,"44.977479, -93.264346","45.516018, -122.681425"
1993,1,"Charlotte, NC","Chicago, IL",CLT,ORD,599,290,258.65,US,0.59,247.71,US,0.59,247.71,"35.222936, -80.840161","41.775002, -87.696388"
1993,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",CLT,HPN,575,5,272.72,US,0.97,268.82,US,0.97,268.82,"35.222936, -80.840161","40.123164, -75.333718"
1994,1,"Chicago, IL","Las Vegas, NV",MDW,LAS,1521,485,135.63,TZ,0.4,116.35,TZ,0.4,116.35,"41.775002, -87.696388","36.169202, -115.140597"
1993,2,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",LGB,PHF,2371,0,295.0,AA,1.0,295.0,AA,1.0,295.0,"34.052238, -118.243344","36.846164, -76.285913"
1996,2,"Pensacola, FL","Washington, DC (Metropolitan Area)",PNS,DCA,846,107,148.11,DL,0.6,146.2,DL,0.6,146.2,"30.406931, -87.217578","38.892062, -77.019912"
1993,2,"Fort Myers, FL","Indianapolis, IN",RSW,IND,946,325,120.11,TZ,0.76,115.54,TZ,0.76,115.54,"40.253979, -103.801495","39.76845, -86.156212"
1996,2,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",ONT,MSY,1671,68,181.25,AA,0.21,213.88,WN,0.2,129.14,"34.052238, -118.243344","29.950621, -90.074948"
1996,1,"Boston, MA (Metropolitan Area)","Houston, TX",MHT,HOU,1609,2,363.41,DL,0.63,365.12,DL,0.63,365.12,"42.358894, -71.056742","29.760803, -95.369506"
1996,1,"Melbourne, FL","New York City, NY (Metropolitan Area)",MLB,SWF,995,10,118.1,DL,0.61,112.52,DL,0.61,112.52,"28.079931, -80.603516","40.123164, -75.333718"
1993,2,"Memphis, TN","Washington, DC (Metropolitan Area)",MEM,DCA,787,244,209.42,NW,0.78,203.95,UA,0.02,121.22,"35.143378, -90.052136","38.892062, -77.019912"
1993,4,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",DSM,BUR,1447,9,249.52,UA,0.7,250.23,UA,0.7,250.23,"41.588822, -93.620309","34.052238, -118.243344"
1993,3,"Boston, MA (Metropolitan Area)","Indianapolis, IN",BOS,IND,817,222,222.94,US,0.75,222.97,UA,0.02,175.88,"42.358894, -71.056742","39.76845, -86.156212"
1993,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",DTT,LAX,1998,2,245.8,DL,0.94,227.51,DL,0.94,227.51,"42.332916, -83.047853","34.052238, -118.243344"
1994,1,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",GSP,ISP,643,12,161.97,AA,0.65,164.78,US,0.3,140.05,"44.513288, -88.013256","40.123164, -75.333718"
1993,1,"Columbia, SC","New York City, NY (Metropolitan Area)",CAE,NYC,648,9,231.9,DL,0.93,234.43,AA,0.01,128.8,"39.962649, -82.996216","40.123164, -75.333718"
1993,2,"Columbus, OH","New York City, NY (Metropolitan Area)",CMH,HPN,519,11,182.88,US,0.64,202.35,NW,0.3,139.53,"39.962649, -82.996216","40.123164, -75.333718"
1994,1,"Boston, MA (Metropolitan Area)","Fort Myers, FL",MHT,RSW,1272,49,172.59,US,0.65,181.18,CO,0.23,154.87,"42.358894, -71.056742","40.253979, -103.801495"
1996,2,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",PVD,TPA,1204,151,134.26,US,0.54,146.36,CO,0.1,116.92,"42.358894, -71.056742","37.8606, -78.804199"
1996,4,"Houston, TX","Los Angeles, CA (Metropolitan Area)",IAH,LAX,1397,800,229.26,CO,0.79,228.24,HP,0.07,179.3,"29.760803, -95.369506","34.052238, -118.243344"
1993,3,"Syracuse, NY","Washington, DC (Metropolitan Area)",SYR,IAD,298,3,153.58,CO,0.38,108.3,CO,0.38,108.3,"43.047945, -76.147448","38.892062, -77.019912"
1993,4,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",LAX,PHF,2371,11,289.4,US,0.71,276.47,AA,0.05,208.76,"34.052238, -118.243344","36.846164, -76.285913"
1996,4,"Houston, TX","Memphis, TN",HOU,MEM,484,105,217.92,NW,0.91,215.61,NW,0.91,215.61,"29.760803, -95.369506","35.143378, -90.052136"
1993,2,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",MHT,FLL,1284,25,185.4,US,0.56,192.74,CO,0.23,165.77,"42.358894, -71.056742","44.977479, -93.264346"
1996,2,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",CMH,ONT,1996,80,178.0,UA,0.21,174.26,WN,0.12,133.76,"39.962649, -82.996216","34.052238, -118.243344"
1994,1,"Cleveland, OH (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",CAK,PHF,435,0,115.33,US,1.0,115.33,US,1.0,115.33,"41.505546, -81.6915","36.846164, -76.285913"
1994,1,"Houston, TX","New Orleans, LA",EFD,MSY,305,3,84.89,CO,1.0,84.89,CO,1.0,84.89,"29.760803, -95.369506","29.950621, -90.074948"
1996,4,"Detroit, MI","Washington, DC (Metropolitan Area)",DTW,DCA,408,542,221.59,NW,0.92,224.89,UA,0.01,124.7,"42.332916, -83.047853","38.892062, -77.019912"
1993,4,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",IND,LGB,1814,2,494.28,AA,1.0,494.28,AA,1.0,494.28,"39.76845, -86.156212","34.052238, -118.243344"
1994,1,"Chicago, IL","Washington, DC (Metropolitan Area)",MDW,WAS,621,0,80.0,CO,1.0,80.0,CO,1.0,80.0,"41.775002, -87.696388","38.892062, -77.019912"
1994,1,"Des Moines, IA","New York City, NY (Metropolitan Area)",DSM,LGA,1071,61,298.18,UA,0.45,260.5,UA,0.45,260.5,"41.588822, -93.620309","40.123164, -75.333718"
1996,3,"New Orleans, LA","New York City, NY (Metropolitan Area)",MSY,ISP,1218,13,230.66,US,0.53,271.39,AA,0.45,184.32,"29.950621, -90.074948","40.123164, -75.333718"
1996,2,"Milwaukee, WI","Washington, DC (Metropolitan Area)",MKE,DCA,641,254,161.65,YX,0.63,169.61,NW,0.13,140.14,"43.041072, -87.909421","38.892062, -77.019912"
1994,1,"Boston, MA (Metropolitan Area)","Jacksonville, FL",MHT,JAX,1028,9,153.09,US,0.58,156.29,CO,0.32,153.53,"42.358894, -71.056742","30.325968, -81.65676"
1996,4,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SNA,WAS,2329,1,448.82,DL,1.0,448.82,DL,1.0,448.82,"34.052238, -118.243344","38.892062, -77.019912"
1994,1,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",NYC,RDU,463,1,153.93,DL,0.69,115.57,DL,0.69,115.57,"40.123164, -75.333718","42.673348, -72.179683"
1996,3,"Houston, TX","New York City, NY (Metropolitan Area)",HOU,LGA,1465,59,210.5,NW,0.45,116.51,NW,0.45,116.51,"29.760803, -95.369506","40.123164, -75.333718"
1993,3,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",LGB,MCO,2217,4,234.84,AA,0.57,251.7,HP,0.4,214.62,"34.052238, -118.243344","28.538331, -81.378879"
1993,2,"St. Louis, MO","Washington, DC (Metropolitan Area)",STL,BWI,737,243,170.36,TW,0.62,157.99,TW,0.62,157.99,"38.630276, -90.200309","38.892062, -77.019912"
1993,4,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",MSY,SJC,1911,58,235.71,AA,0.5,255.63,DL,0.27,205.66,"29.950621, -90.074948","37.78008, -122.420168"
1993,1,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",JAX,SNA,2153,21,373.94,DL,0.44,387.48,CO,0.17,249.7,"30.325968, -81.65676","34.052238, -118.243344"
1993,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",SNA,FLL,2342,50,327.68,DL,0.5,301.32,CO,0.11,265.35,"34.052238, -118.243344","44.977479, -93.264346"
1994,1,"Columbus, OH","Washington, DC (Metropolitan Area)",CMH,IAD,336,6,164.11,US,0.47,167.63,UA,0.11,131.05,"39.962649, -82.996216","38.892062, -77.019912"
1996,2,"Jacksonville, FL","Miami, FL (Metropolitan Area)",JAX,MIA,334,238,84.83,WV,0.51,72.03,WV,0.51,72.03,"30.325968, -81.65676","44.977479, -93.264346"
1993,1,"New York City, NY (Metropolitan Area)","St. Louis, MO",ISP,STL,928,11,230.7,US,0.46,229.41,US,0.46,229.41,"40.123164, -75.333718","38.630276, -90.200309"
1996,1,"Portland, OR","San Francisco, CA (Metropolitan Area)",PDX,SJC,569,802,66.45,AS,0.67,66.47,QQ,0.19,63.81,"45.516018, -122.681425","37.78008, -122.420168"
1993,1,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",LAX,TUS,453,310,152.35,HP,0.46,112.67,HP,0.46,112.67,"34.052238, -118.243344","35.167852, -103.726151"
1993,1,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",ELP,ONT,714,145,89.32,WN,0.78,82.24,WN,0.78,82.24,"31.76006, -106.492257","34.052238, -118.243344"
1996,3,"Orlando, FL","St. Louis, MO",MCO,STL,881,529,138.49,TW,0.55,148.17,WN,0.3,108.86,"28.538331, -81.378879","38.630276, -90.200309"
1996,1,"Boston, MA (Metropolitan Area)","Daytona Beach, FL",PVD,DAB,1089,28,114.17,DL,0.61,110.09,DL,0.61,110.09,"42.358894, -71.056742","29.207056, -81.020739"
1993,1,"Houston, TX","San Antonio, TX",EFD,SAT,199,1,63.38,CO,1.0,63.38,CO,1.0,63.38,"29.760803, -95.369506","29.425173, -98.494599"
1996,2,"Houston, TX","San Francisco, CA (Metropolitan Area)",HOU,SJC,1657,67,156.4,WN,0.71,132.71,WN,0.71,132.71,"29.760803, -95.369506","37.78008, -122.420168"
1993,3,"San Diego, CA","San Francisco, CA (Metropolitan Area)",SAN,OAK,447,761,67.76,WN,0.97,67.47,WN,0.97,67.47,"32.71576, -117.163817","37.78008, -122.420168"
1993,2,"Dallas/Fort Worth, TX","Lubbock, TX",DAL,LBB,293,336,64.48,WN,1.0,64.48,WN,1.0,64.48,"40.11086, -77.035636","41.181125, -96.030508"
1996,4,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",NYC,PIT,375,1,127.79,TW,0.9,110.19,TW,0.9,110.19,"40.123164, -75.333718","40.442169, -79.994945"
1993,3,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",ATL,DCA,576,1165,177.28,DL,0.57,209.24,TW,0.31,126.82,"33.748547, -84.391502","38.892062, -77.019912"
1993,2,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",BHM,LGB,1815,2,273.0,AA,1.0,273.0,AA,1.0,273.0,"33.522859, -86.807705","34.052238, -118.243344"
1996,3,"St. Louis, MO","Washington, DC (Metropolitan Area)",STL,IAD,737,100,280.35,TW,0.85,288.6,US,0.03,197.51,"38.630276, -90.200309","38.892062, -77.019912"
1993,1,"Boston, MA (Metropolitan Area)","Greensboro/High Point, NC",MHT,GSO,655,7,236.1,US,0.81,230.26,DL,0.03,162.0,"42.358894, -71.056742","36.072701, -79.793899"
1994,1,"Boston, MA (Metropolitan Area)","Rochester, NY",BOS,ROC,343,257,176.27,US,0.91,174.58,CO,0.01,138.71,"42.358894, -71.056742","43.155708, -77.612547"
1993,2,"Chicago, IL","Tucson, AZ",MDW,TUS,1442,4,201.33,NW,0.59,179.58,NW,0.59,179.58,"41.775002, -87.696388","35.167852, -103.726151"
1994,1,"Rochester, NY","San Francisco, CA (Metropolitan Area)",ROC,SJC,2361,28,389.72,AA,0.47,342.21,AA,0.47,342.21,"43.155708, -77.612547","37.78008, -122.420168"
1996,4,"Dallas/Fort Worth, TX","Lubbock, TX",DAL,LBB,293,359,71.45,WN,1.0,71.45,WN,1.0,71.45,"40.11086, -77.035636","41.181125, -96.030508"
1996,1,"Miami, FL (Metropolitan Area)","St. Louis, MO",MIA,STL,1068,205,206.21,TW,0.77,190.04,CO,0.01,121.67,"44.977479, -93.264346","38.630276, -90.200309"
1993,4,"Pensacola, FL","Washington, DC (Metropolitan Area)",PNS,IAD,846,11,185.28,DL,0.61,191.61,US,0.32,179.55,"30.406931, -87.217578","38.892062, -77.019912"
1994,1,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SNA,IAD,2329,105,354.7,UA,0.55,344.05,UA,0.55,344.05,"34.052238, -118.243344","38.892062, -77.019912"
1996,1,"Boise, ID","Los Angeles, CA (Metropolitan Area)",BOI,ONT,688,84,88.2,UA,0.38,84.76,UA,0.38,84.76,"43.597772, -83.884521","34.052238, -118.243344"
1993,3,"Portland, ME","Washington, DC (Metropolitan Area)",PWM,BWI,494,57,129.97,US,0.44,133.52,DL,0.26,125.23,"45.516018, -122.681425","38.892062, -77.019912"
1993,1,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",CMH,BUR,1996,9,235.66,HP,0.59,213.02,HP,0.59,213.02,"39.962649, -82.996216","34.052238, -118.243344"
